Date,Gold_Price,Oil_Price,SP500_Price,Gold_ETF_Volume,SP500_Volume,Fear_VIX
2026-03-26,4375.5,94.4800033569336,6477.16015625,15756300.0,4845560000.0,27.440000534057617
2026-03-27,4492.0,99.63999938964844,6368.85009765625,16580700.0,5303490000.0,31.049999237060547
2026-03-30,4526.0,102.87999725341797,6343.72021484375,13172100.0,5458640000.0,30.610000610351562
2026-03-31,4647.60009765625,101.37999725341797,6528.52001953125,14534300.0,6396100000.0,25.25
2026-04-01,4783.2001953125,100.12000274658203,6575.31982421875,14133100.0,5637260000.0,24.540000915527344
2026-04-02,4651.5,111.54000091552734,6582.68994140625,10838600.0,4740740000.0,23.8700008392334
2026-04-06,4656.7998046875,112.41000366210938,6611.830078125,5417300.0,3906440000.0,24.170000076293945
2026-04-07,4657.10009765625,112.94999694824219,6616.85009765625,7263500.0,4555680000.0,25.780000686645508
2026-04-08,4749.5,94.41000366210938,6782.81005859375,9689700.0,5904880000.0,21.040000915527344
2026-04-09,4792.2001953125,97.87000274658203,6824.66015625,6748500.0,4912410000.0,19.489999771118164
2026-04-10,4761.89990234375,96.56999969482422,6816.89013671875,6193300.0,4393220000.0,19.229999542236328
2026-04-13,4742.39990234375,99.08000183105469,6886.240234375,5549400.0,4785840000.0,19.1200008392334
2026-04-14,4825.0,91.27999877929688,6967.3798828125,8731700.0,5032380000.0,18.360000610351562
2026-04-15,4800.0,91.29000091552734,7022.9501953125,6455900.0,5278610000.0,18.170000076293945
2026-04-16,4785.39990234375,94.69000244140625,7041.27978515625,5350100.0,5173650000.0,17.940000534057617
2026-04-17,4857.60009765625,83.8499984741211,7126.06005859375,9712000.0,6145300000.0,17.479999542236328
2026-04-20,4806.60009765625,89.61000061035156,7109.14013671875,8473000.0,4661130000.0,18.8700008392334
2026-04-21,4698.39990234375,92.12999725341797,7064.009765625,9480000.0,5160270000.0,19.5
2026-04-22,4732.5,92.95999908447266,7137.89990234375,5178100.0,4919460000.0,18.920000076293945
2026-04-23,4705.10009765625,95.8499984741211,7108.39990234375,4976400.0,5307260000.0,19.309999465942383
2026-04-24,4722.2998046875,94.4000015258789,7165.080078125,5924100.0,4608830000.0,18.709999084472656
2026-04-27,4675.39990234375,96.37000274658203,7173.91015625,6105200.0,4783750000.0,18.020000457763672
2026-04-28,4591.5,99.93000030517578,7138.7998046875,7723400.0,4900650000.0,17.829999923706055
2026-04-29,4545.2001953125,106.87999725341797,7135.9501953125,6452600.0,5123100000.0,18.809999465942383
2026-04-30,4614.7001953125,105.06999969482422,7209.009765625,6732800.0,5723790000.0,16.889999389648438
2026-05-01,4629.89990234375,101.94000244140625,7230.1201171875,5911500.0,4847390000.0,16.989999771118164
2026-05-04,4519.5,106.41999816894531,7200.75,7285700.0,5215480000.0,18.290000915527344
2026-05-05,4555.7998046875,102.2699966430664,7259.22021484375,4279900.0,5279760000.0,17.3799991607666
2026-05-06,4681.89990234375,95.08000183105469,7365.1201171875,7013900.0,6579640000.0,17.389999389648438
2026-05-07,4699.7998046875,94.80999755859375,7337.10986328125,6816200.0,6237040000.0,17.079999923706055
2026-05-08,4720.39990234375,95.41999816894531,7398.93017578125,5380800.0,5302740000.0,17.190000534057617
2026-05-11,4718.7001953125,98.06999969482422,7412.83984375,5569100.0,5821910000.0,18.3799991607666
2026-05-12,4677.60009765625,102.18000030517578,7400.9599609375,6660900.0,5624790000.0,17.989999771118164
2026-05-13,4697.7001953125,101.0199966430664,7444.25,4180300.0,5716600000.0,17.8700008392334
2026-05-14,4678.10009765625,101.16999816894531,7501.240234375,4021400.0,5267050000.0,17.260000228881836
2026-05-15,4555.7998046875,105.41999816894531,7408.5,9360400.0,5582070000.0,18.43000030517578
2026-05-18,4552.5,108.66000366210938,7403.0498046875,5628300.0,5489500000.0,17.81999969482422
2026-05-19,4506.2998046875,107.7699966430664,7353.60986328125,5419400.0,5441140000.0,18.059999465942383
2026-05-20,4531.2998046875,98.26000213623047,7432.97021484375,6005000.0,5384150000.0,17.440000534057617
2026-05-21,4539.7998046875,96.3499984741211,7445.72021484375,4679900.0,5440620000.0,16.760000228881836
2026-05-22,4521.0,96.5999984741211,7473.47021484375,5528400.0,4952440000.0,16.700000762939453
2026-05-25,,,,,,16.59000015258789
2026-05-26,4500.39990234375,93.88999938964844,7519.1201171875,5098400.0,5496060000.0,17.010000228881836
2026-05-27,4447.5,88.68000030517578,7520.35986328125,6624600.0,5524250000.0,16.290000915527344
2026-05-28,4499.2998046875,88.9000015258789,7563.6298828125,7184100.0,5494860000.0,15.739999771118164
2026-05-29,4560.5,87.36000061035156,7580.06005859375,7681100.0,7858290000.0,15.319999694824219
